"zip_code","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","Year","city","county"
60004,1120,1260,1460,1850,2210,2020,"Arlington Heights","Cook"
60005,1000,1120,1300,1650,1970,2020,"Arlington Heights","Cook"
60007,1010,1140,1320,1680,2000,2020,"Elk Grove Village","Cook"
60008,1100,1240,1440,1830,2180,2020,"Rolling Meadows","Cook"
60016,1030,1160,1350,1710,2040,2020,"Des Plaines","Cook"
60018,840,950,1100,1400,1660,2020,"Des Plaines","Cook"
60022,1060,1200,1390,1770,2100,2020,"Glencoe","Cook"
60025,1070,1210,1400,1780,2120,2020,"Glenview","Cook"
60026,1380,1550,1800,2290,2720,2020,"Glenview Nas","Cook"
60029,1190,1340,1550,1980,2350,2020,"Golf","Cook"
60043,1430,1610,1870,2380,2830,2020,"Kenilworth","Cook"
60053,1430,1610,1870,2380,2830,2020,"Morton Grove","Cook"
60056,1000,1120,1300,1650,1970,2020,"Mount Prospect","Cook"
60062,1330,1490,1730,2200,2620,2020,"Northbrook","Cook"
60067,1140,1290,1490,1890,2250,2020,"Palatine","Cook"
60068,1080,1220,1410,1790,2130,2020,"Park Ridge","Cook"
60070,890,1000,1160,1470,1750,2020,"Prospect Heights","Cook"
60074,1000,1130,1310,1660,1980,2020,"Palatine","Cook"
60076,1090,1220,1420,1800,2150,2020,"Skokie","Cook"
60077,1040,1170,1360,1730,2060,2020,"Skokie","Cook"
60090,1060,1190,1380,1750,2090,2020,"Wheeling","Cook"
60091,1430,1610,1870,2380,2830,2020,"Wilmette","Cook"
60093,1430,1610,1870,2380,2830,2020,"Winnetka","Cook"
60103,1240,1400,1620,2060,2450,2020,"Bartlett","Cook"
60104,960,1080,1250,1590,1890,2020,"Bellwood","Cook"
60107,1410,1590,1840,2340,2780,2020,"Streamwood","Cook"
60130,880,990,1150,1460,1740,2020,"Forest Park","Cook"
60131,750,850,980,1240,1480,2020,"Franklin Park","Cook"
60133,1060,1200,1390,1770,2100,2020,"Hanover Park","Cook"
60141,840,950,1100,1400,1670,2020,"Hines","Cook"
60153,850,960,1110,1410,1680,2020,"Maywood","Cook"
60154,1180,1330,1540,1960,2330,2020,"Westchester","Cook"
60155,830,930,1080,1370,1630,2020,"Broadview","Cook"
60160,830,930,1080,1370,1630,2020,"Melrose Park","Cook"
60162,900,1020,1180,1500,1780,2020,"Hillside","Cook"
60163,880,990,1150,1460,1740,2020,"Berkeley","Cook"
60164,770,860,1000,1270,1510,2020,"Melrose Park","Cook"
60165,950,1070,1240,1580,1880,2020,"Stone Park","Cook"
60169,1030,1160,1350,1710,2040,2020,"Hoffman Estates","Cook"
60171,800,910,1050,1330,1590,2020,"River Grove","Cook"
60173,1300,1470,1700,2160,2570,2020,"Schaumburg","Cook"
60176,800,910,1050,1330,1590,2020,"Schiller Park","Cook"
60192,1430,1610,1870,2380,2830,2020,"Schaumburg","Cook"
60193,1190,1350,1560,1980,2360,2020,"Schaumburg","Cook"
60194,1270,1430,1660,2110,2510,2020,"Schaumburg","Cook"
60195,1100,1240,1440,1830,2180,2020,"Schaumburg","Cook"
60201,1320,1480,1720,2190,2600,2020,"Evanston","Cook"
60202,1140,1290,1490,1890,2250,2020,"Evanston","Cook"
60203,1330,1500,1740,2210,2630,2020,"Evanston","Cook"
60301,1430,1610,1870,2380,2830,2020,"Oak Park","Cook"
60302,1250,1410,1630,2070,2470,2020,"Oak Park","Cook"
60304,1020,1150,1330,1690,2010,2020,"Oak Park","Cook"
60305,1130,1270,1470,1870,2220,2020,"River Forest","Cook"
60402,900,1010,1170,1490,1770,2020,"Berwyn","Cook"
60406,740,840,970,1230,1470,2020,"Blue Island","Cook"
60409,910,1030,1190,1510,1800,2020,"Calumet City","Cook"
60411,810,910,1060,1350,1600,2020,"Chicago Heights","Cook"
60415,850,960,1110,1410,1680,2020,"Chicago Ridge","Cook"
60418,930,1050,1220,1550,1850,2020,"Crestwood","Cook"
60419,1040,1170,1360,1730,2060,2020,"Dolton","Cook"
60422,1430,1610,1870,2380,2830,2020,"Flossmoor","Cook"
60425,880,990,1150,1460,1740,2020,"Glenwood","Cook"
60426,800,910,1050,1330,1590,2020,"Harvey","Cook"
60428,1060,1190,1380,1750,2090,2020,"Markham","Cook"
60429,1170,1320,1530,1940,2310,2020,"Hazel Crest","Cook"
60430,1040,1170,1360,1730,2060,2020,"Homewood","Cook"
60438,870,980,1140,1450,1720,2020,"Lansing","Cook"
60443,1060,1190,1380,1750,2090,2020,"Matteson","Cook"
60445,840,950,1100,1400,1660,2020,"Midlothian","Cook"
60452,870,970,1130,1440,1710,2020,"Oak Forest","Cook"
60453,970,1100,1270,1610,1920,2020,"Oak Lawn","Cook"
60455,800,910,1050,1330,1590,2020,"Bridgeview","Cook"
60456,940,1060,1230,1560,1860,2020,"Hometown","Cook"
60457,820,920,1070,1360,1620,2020,"Hickory Hills","Cook"
60458,850,960,1110,1410,1680,2020,"Justice","Cook"
60459,930,1050,1220,1550,1850,2020,"Burbank","Cook"
60461,1430,1610,1870,2380,2830,2020,"Olympia Fields","Cook"
60462,1020,1150,1330,1690,2010,2020,"Orland Park","Cook"
60463,1430,1610,1870,2380,2830,2020,"Palos Heights","Cook"
60464,1170,1320,1530,1950,2320,2020,"Palos Park","Cook"
60465,900,1010,1170,1490,1770,2020,"Palos Hills","Cook"
60466,980,1100,1280,1630,1940,2020,"Park Forest","Cook"
60467,1430,1610,1870,2380,2830,2020,"Orland Park","Cook"
60469,930,1040,1210,1540,1830,2020,"Posen","Cook"
60471,960,1080,1250,1590,1890,2020,"Richton Park","Cook"
60472,790,890,1030,1310,1560,2020,"Robbins","Cook"
60473,1270,1430,1660,2110,2510,2020,"South Holland","Cook"
60475,770,870,1010,1280,1530,2020,"Steger","Cook"
60476,720,810,940,1190,1420,2020,"Thornton","Cook"
60477,980,1100,1280,1630,1940,2020,"Tinley Park","Cook"
60478,1190,1350,1560,1980,2360,2020,"Country Club Hills","Cook"
60480,940,1060,1230,1560,1860,2020,"Willow Springs","Cook"
60482,800,900,1040,1320,1570,2020,"Worth","Cook"
60487,960,1080,1250,1590,1890,2020,"Tinley Park","Cook"
60501,760,850,990,1260,1500,2020,"Summit Argo","Cook"
60513,910,1030,1190,1510,1800,2020,"Brookfield","Cook"
60525,940,1060,1230,1560,1860,2020,"La Grange","Cook"
60526,900,1020,1180,1500,1780,2020,"La Grange Park","Cook"
60534,860,970,1120,1420,1690,2020,"Lyons","Cook"
60546,830,940,1090,1380,1650,2020,"Riverside","Cook"
60558,1430,1610,1870,2380,2830,2020,"Western Springs","Cook"
60601,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60602,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60603,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60604,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60605,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60606,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60607,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60608,750,850,980,1240,1480,2020,"Chicago","Cook"
60609,690,780,900,1140,1360,2020,"Chicago","Cook"
60610,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60611,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60612,1010,1140,1320,1680,2000,2020,"Chicago","Cook"
60613,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60614,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60615,1100,1230,1430,1820,2160,2020,"Chicago","Cook"
60616,900,1010,1170,1490,1770,2020,"Chicago","Cook"
60617,730,820,950,1210,1440,2020,"Chicago","Cook"
60618,1000,1130,1310,1660,1980,2020,"Chicago","Cook"
60619,840,950,1100,1400,1660,2020,"Chicago","Cook"
60620,830,930,1080,1370,1630,2020,"Chicago","Cook"
60621,760,850,990,1260,1500,2020,"Chicago","Cook"
60622,1190,1340,1550,1970,2340,2020,"Chicago","Cook"
60623,700,790,920,1170,1390,2020,"Chicago","Cook"
60624,810,910,1060,1350,1600,2020,"Chicago","Cook"
60625,1030,1160,1350,1710,2040,2020,"Chicago","Cook"
60626,1060,1200,1390,1770,2100,2020,"Chicago","Cook"
60628,810,910,1060,1350,1600,2020,"Chicago","Cook"
60629,800,900,1040,1320,1570,2020,"Chicago","Cook"
60630,950,1070,1240,1580,1880,2020,"Chicago","Cook"
60631,990,1110,1290,1640,1950,2020,"Chicago","Cook"
60632,740,840,970,1230,1470,2020,"Chicago","Cook"
60633,800,910,1050,1330,1590,2020,"Chicago","Cook"
60634,930,1040,1210,1540,1830,2020,"Chicago","Cook"
60636,770,860,1000,1270,1510,2020,"Chicago","Cook"
60637,860,970,1120,1420,1690,2020,"Chicago","Cook"
60638,840,950,1100,1400,1660,2020,"Chicago","Cook"
60639,860,970,1120,1420,1690,2020,"Chicago","Cook"
60640,1160,1300,1510,1920,2280,2020,"Chicago","Cook"
60641,920,1030,1200,1520,1820,2020,"Chicago","Cook"
60642,1280,1440,1670,2120,2530,2020,"Chicago","Cook"
60643,860,970,1120,1420,1690,2020,"Chicago","Cook"
60644,840,950,1100,1400,1660,2020,"Chicago","Cook"
60645,1000,1130,1310,1660,1980,2020,"Chicago","Cook"
60646,830,940,1090,1380,1650,2020,"Chicago","Cook"
60647,1020,1150,1330,1690,2010,2020,"Chicago","Cook"
60649,850,960,1110,1410,1680,2020,"Chicago","Cook"
60651,830,940,1090,1380,1650,2020,"Chicago","Cook"
60652,920,1030,1200,1520,1820,2020,"Chicago","Cook"
60653,830,930,1080,1370,1630,2020,"Chicago","Cook"
60654,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60655,940,1060,1230,1560,1860,2020,"Chicago","Cook"
60656,940,1060,1230,1560,1860,2020,"Chicago","Cook"
60657,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60659,1000,1130,1310,1660,1980,2020,"Chicago","Cook"
60660,1200,1350,1570,1990,2370,2020,"Chicago","Cook"
60661,1430,1610,1870,2380,2830,2020,"Chicago","Cook"
60706,870,980,1140,1450,1720,2020,"Harwood Heights","Cook"
60707,910,1030,1190,1510,1800,2020,"Elmwood Park","Cook"
60712,1430,1610,1870,2380,2830,2020,"Lincolnwood","Cook"
60714,920,1030,1200,1520,1820,2020,"Niles","Cook"
60803,830,930,1080,1370,1630,2020,"Alsip","Cook"
60804,790,890,1030,1310,1560,2020,"Cicero","Cook"
60805,880,990,1150,1460,1740,2020,"Evergreen Park","Cook"
60827,760,850,990,1260,1500,2020,"Riverdale","Cook"
60004,1720,1850,2110,2690,3180,2024,"Arlington Heights","Cook"
60005,1490,1600,1820,2320,2740,2024,"Arlington Heights","Cook"
60007,1530,1650,1880,2390,2830,2024,"Elk Grove Village","Cook"
60008,1590,1710,1950,2480,2940,2024,"Rolling Meadows","Cook"
60016,1460,1570,1790,2280,2700,2024,"Des Plaines","Cook"
60018,1190,1280,1460,1860,2200,2024,"Des Plaines","Cook"
60022,2040,2190,2500,3180,3770,2024,"Glencoe","Cook"
60025,1630,1760,2000,2550,3010,2024,"Glenview","Cook"
60026,1980,2140,2430,3090,3660,2024,"Glenview Nas","Cook"
60029,1760,1900,2160,2750,3250,2024,"Golf","Cook"
60043,2100,2260,2570,3270,3870,2024,"Kenilworth","Cook"
60053,2100,2260,2570,3270,3870,2024,"Morton Grove","Cook"
60056,1490,1600,1820,2320,2740,2024,"Mount Prospect","Cook"
60062,1860,2000,2280,2900,3440,2024,"Northbrook","Cook"
60067,1670,1800,2050,2610,3090,2024,"Palatine","Cook"
60068,1580,1710,1940,2470,2920,2024,"Park Ridge","Cook"
60070,1330,1430,1630,2080,2460,2024,"Prospect Heights","Cook"
60074,1450,1560,1780,2270,2680,2024,"Palatine","Cook"
60076,1520,1640,1860,2370,2800,2024,"Skokie","Cook"
60077,1440,1550,1760,2240,2650,2024,"Skokie","Cook"
60090,1530,1640,1870,2380,2820,2024,"Wheeling","Cook"
60091,1920,2070,2350,2990,3540,2024,"Wilmette","Cook"
60093,2090,2250,2560,3260,3860,2024,"Winnetka","Cook"
60103,1870,2010,2290,2920,3450,2024,"Bartlett","Cook"
60104,1220,1310,1490,1900,2250,2024,"Bellwood","Cook"
60107,1980,2140,2430,3090,3660,2024,"Streamwood","Cook"
60130,1310,1410,1600,2040,2410,2024,"Forest Park","Cook"
60131,1110,1200,1360,1730,2050,2024,"Franklin Park","Cook"
60133,1530,1650,1880,2390,2830,2024,"Hanover Park","Cook"
60141,1230,1320,1500,1910,2260,2024,"Hines","Cook"
60153,1180,1270,1440,1830,2170,2024,"Maywood","Cook"
60154,1710,1840,2090,2660,3150,2024,"Westchester","Cook"
60155,1160,1250,1420,1810,2140,2024,"Broadview","Cook"
60160,1220,1320,1500,1910,2260,2024,"Melrose Park","Cook"
60162,1440,1550,1760,2240,2650,2024,"Hillside","Cook"
60163,1130,1220,1390,1770,2090,2024,"Berkeley","Cook"
60164,1110,1200,1360,1730,2050,2024,"Melrose Park","Cook"
60165,1220,1320,1500,1910,2260,2024,"Stone Park","Cook"
60169,1590,1710,1950,2480,2940,2024,"Hoffman Estates","Cook"
60171,1190,1280,1460,1860,2200,2024,"River Grove","Cook"
60173,1870,2010,2290,2920,3450,2024,"Schaumburg","Cook"
60176,1270,1370,1560,1990,2350,2024,"Schiller Park","Cook"
60192,2100,2260,2570,3270,3870,2024,"Schaumburg","Cook"
60193,1760,1900,2160,2750,3250,2024,"Schaumburg","Cook"
60194,1800,1940,2210,2810,3330,2024,"Schaumburg","Cook"
60195,1680,1810,2060,2620,3100,2024,"Schaumburg","Cook"
60201,1950,2100,2390,3040,3600,2024,"Evanston","Cook"
60202,1650,1780,2020,2570,3040,2024,"Evanston","Cook"
60203,2060,2220,2520,3210,3800,2024,"Evanston","Cook"
60208,1370,1480,1680,2140,2530,2024,"Evanston","Cook"
60301,2100,2260,2570,3270,3870,2024,"Oak Park","Cook"
60302,1480,1590,1810,2300,2730,2024,"Oak Park","Cook"
60304,1350,1450,1650,2100,2490,2024,"Oak Park","Cook"
60305,1450,1560,1780,2270,2680,2024,"River Forest","Cook"
60402,1290,1390,1580,2010,2380,2024,"Berwyn","Cook"
60406,1060,1140,1300,1650,1960,2024,"Blue Island","Cook"
60409,1150,1240,1410,1790,2120,2024,"Calumet City","Cook"
60411,1130,1220,1390,1770,2090,2024,"Chicago Heights","Cook"
60415,1160,1250,1420,1810,2140,2024,"Chicago Ridge","Cook"
60418,1370,1480,1680,2140,2530,2024,"Crestwood","Cook"
60419,1560,1680,1910,2430,2880,2024,"Dolton","Cook"
60422,2100,2260,2570,3270,3870,2024,"Flossmoor","Cook"
60425,1750,1880,2140,2720,3220,2024,"Glenwood","Cook"
60426,1140,1230,1400,1780,2110,2024,"Harvey","Cook"
60428,1600,1720,1960,2500,2950,2024,"Markham","Cook"
60429,1620,1740,1980,2520,2980,2024,"Hazel Crest","Cook"
60430,1360,1470,1670,2130,2520,2024,"Homewood","Cook"
60438,1210,1300,1480,1880,2230,2024,"Lansing","Cook"
60443,1560,1680,1910,2430,2880,2024,"Matteson","Cook"
60445,1180,1270,1450,1850,2190,2024,"Midlothian","Cook"
60452,1270,1360,1550,1970,2340,2024,"Oak Forest","Cook"
60453,1290,1390,1580,2010,2380,2024,"Oak Lawn","Cook"
60455,1110,1200,1360,1730,2050,2024,"Bridgeview","Cook"
60456,1360,1460,1660,2120,2510,2024,"Hometown","Cook"
60457,1130,1220,1390,1770,2090,2024,"Hickory Hills","Cook"
60458,1280,1380,1570,2000,2370,2024,"Justice","Cook"
60459,1310,1420,1610,2050,2430,2024,"Burbank","Cook"
60461,2100,2260,2570,3270,3870,2024,"Olympia Fields","Cook"
60462,1460,1570,1790,2280,2700,2024,"Orland Park","Cook"
60463,1760,1900,2160,2750,3250,2024,"Palos Heights","Cook"
60464,2030,2190,2490,3170,3750,2024,"Palos Park","Cook"
60465,1270,1360,1550,1970,2340,2024,"Palos Hills","Cook"
60466,1460,1570,1790,2280,2700,2024,"Park Forest","Cook"
60467,1590,1710,1950,2480,2940,2024,"Orland Park","Cook"
60469,1260,1350,1540,1960,2320,2024,"Posen","Cook"
60471,1310,1410,1600,2040,2410,2024,"Richton Park","Cook"
60472,1190,1280,1460,1860,2200,2024,"Robbins","Cook"
60473,1800,1940,2210,2810,3330,2024,"South Holland","Cook"
60475,1070,1150,1310,1670,1970,2024,"Steger","Cook"
60476,1220,1310,1490,1900,2250,2024,"Thornton","Cook"
60477,1390,1490,1700,2160,2560,2024,"Tinley Park","Cook"
60478,1730,1860,2120,2700,3190,2024,"Country Club Hills","Cook"
60480,1400,1510,1720,2190,2590,2024,"Willow Springs","Cook"
60482,1180,1270,1450,1850,2190,2024,"Worth","Cook"
60487,1360,1460,1660,2110,2500,2024,"Tinley Park","Cook"
60501,1040,1120,1270,1620,1910,2024,"Summit Argo","Cook"
60513,1220,1320,1500,1910,2260,2024,"Brookfield","Cook"
60525,1350,1450,1650,2100,2490,2024,"La Grange","Cook"
60526,1360,1460,1660,2110,2500,2024,"La Grange Park","Cook"
60534,1160,1250,1420,1810,2140,2024,"Lyons","Cook"
60546,1280,1380,1570,2000,2370,2024,"Riverside","Cook"
60558,2100,2260,2570,3270,3870,2024,"Western Springs","Cook"
60601,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60602,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60603,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60604,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60605,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60606,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60607,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60608,1140,1230,1400,1780,2110,2024,"Chicago","Cook"
60609,960,1040,1180,1500,1780,2024,"Chicago","Cook"
60610,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60611,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60612,1450,1560,1770,2250,2670,2024,"Chicago","Cook"
60613,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60614,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60615,1620,1740,1980,2520,2980,2024,"Chicago","Cook"
60616,1430,1540,1750,2230,2640,2024,"Chicago","Cook"
60617,1000,1070,1220,1550,1840,2024,"Chicago","Cook"
60618,1500,1620,1840,2340,2770,2024,"Chicago","Cook"
60619,1150,1240,1410,1790,2120,2024,"Chicago","Cook"
60620,1150,1240,1410,1790,2120,2024,"Chicago","Cook"
60621,1050,1130,1280,1630,1930,2024,"Chicago","Cook"
60622,1920,2070,2350,2990,3540,2024,"Chicago","Cook"
60623,1030,1110,1260,1600,1900,2024,"Chicago","Cook"
60624,1190,1280,1460,1860,2200,2024,"Chicago","Cook"
60625,1620,1740,1980,2520,2980,2024,"Chicago","Cook"
60626,1540,1660,1890,2410,2850,2024,"Chicago","Cook"
60628,1160,1250,1420,1810,2140,2024,"Chicago","Cook"
60629,1080,1160,1320,1680,1990,2024,"Chicago","Cook"
60630,1410,1520,1730,2200,2610,2024,"Chicago","Cook"
60631,1360,1470,1670,2130,2520,2024,"Chicago","Cook"
60632,1020,1100,1250,1590,1880,2024,"Chicago","Cook"
60633,1150,1240,1410,1790,2120,2024,"Chicago","Cook"
60634,1340,1440,1640,2090,2470,2024,"Chicago","Cook"
60636,1000,1070,1220,1550,1840,2024,"Chicago","Cook"
60637,1190,1280,1460,1860,2200,2024,"Chicago","Cook"
60638,1220,1320,1500,1910,2260,2024,"Chicago","Cook"
60639,1230,1330,1510,1920,2280,2024,"Chicago","Cook"
60640,1770,1910,2170,2760,3270,2024,"Chicago","Cook"
60641,1350,1450,1650,2100,2490,2024,"Chicago","Cook"
60642,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60643,1290,1390,1580,2010,2380,2024,"Chicago","Cook"
60644,1180,1270,1440,1830,2170,2024,"Chicago","Cook"
60645,1500,1620,1840,2340,2770,2024,"Chicago","Cook"
60646,1370,1480,1680,2140,2530,2024,"Chicago","Cook"
60647,1630,1760,2000,2550,3010,2024,"Chicago","Cook"
60649,1220,1310,1490,1900,2250,2024,"Chicago","Cook"
60651,1240,1340,1520,1930,2290,2024,"Chicago","Cook"
60652,1450,1560,1780,2270,2680,2024,"Chicago","Cook"
60653,1140,1230,1400,1780,2110,2024,"Chicago","Cook"
60654,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60655,1310,1410,1600,2040,2410,2024,"Chicago","Cook"
60656,1400,1500,1710,2180,2580,2024,"Chicago","Cook"
60657,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60659,1450,1560,1770,2250,2670,2024,"Chicago","Cook"
60660,1680,1810,2060,2620,3100,2024,"Chicago","Cook"
60661,2100,2260,2570,3270,3870,2024,"Chicago","Cook"
60706,1260,1350,1540,1960,2320,2024,"Harwood Heights","Cook"
60707,1320,1420,1620,2060,2440,2024,"Elmwood Park","Cook"
60712,2100,2260,2570,3270,3870,2024,"Lincolnwood","Cook"
60714,1300,1400,1590,2020,2400,2024,"Niles","Cook"
60803,1130,1210,1380,1760,2080,2024,"Alsip","Cook"
60804,1160,1250,1420,1810,2140,2024,"Cicero","Cook"
60805,1350,1450,1650,2100,2490,2024,"Evergreen Park","Cook"
60827,1140,1230,1400,1780,2110,2024,"Riverdale","Cook"
60004,1430,1550,1780,2260,2690,2023,"Arlington Heights","Cook"
60005,1210,1320,1510,1920,2280,2023,"Arlington Heights","Cook"
60007,1250,1350,1550,1970,2340,2023,"Elk Grove Village","Cook"
60008,1320,1430,1640,2080,2470,2023,"Rolling Meadows","Cook"
60016,1230,1330,1530,1940,2310,2023,"Des Plaines","Cook"
60018,1010,1090,1250,1590,1890,2023,"Des Plaines","Cook"
60022,1690,1830,2100,2670,3180,2023,"Glencoe","Cook"
60025,1330,1440,1650,2090,2490,2023,"Glenview","Cook"
60026,1670,1810,2080,2640,3140,2023,"Glenview Nas","Cook"
60029,1450,1570,1810,2290,2720,2023,"Golf","Cook"
60043,1740,1880,2160,2740,3260,2023,"Kenilworth","Cook"
60053,1740,1880,2160,2740,3260,2023,"Morton Grove","Cook"
60056,1240,1340,1540,1950,2320,2023,"Mount Prospect","Cook"
60062,1510,1640,1880,2390,2840,2023,"Northbrook","Cook"
60067,1410,1530,1750,2220,2640,2023,"Palatine","Cook"
60068,1320,1430,1640,2080,2470,2023,"Park Ridge","Cook"
60070,1080,1170,1340,1700,2020,2023,"Prospect Heights","Cook"
60074,1210,1310,1500,1900,2260,2023,"Palatine","Cook"
60076,1280,1390,1590,2020,2400,2023,"Skokie","Cook"
60077,1220,1330,1520,1930,2290,2023,"Skokie","Cook"
60090,1290,1390,1600,2030,2410,2023,"Wheeling","Cook"
60091,1640,1780,2040,2590,3080,2023,"Wilmette","Cook"
60093,1740,1880,2160,2740,3260,2023,"Winnetka","Cook"
60103,1550,1680,1930,2450,2910,2023,"Bartlett","Cook"
60104,1050,1140,1310,1660,1980,2023,"Bellwood","Cook"
60107,1680,1820,2090,2650,3150,2023,"Streamwood","Cook"
60130,1080,1170,1340,1700,2020,2023,"Forest Park","Cook"
60131,880,960,1100,1400,1660,2023,"Franklin Park","Cook"
60133,1280,1390,1590,2020,2400,2023,"Hanover Park","Cook"
60141,1020,1100,1270,1610,1910,2023,"Hines","Cook"
60153,980,1060,1220,1550,1840,2023,"Maywood","Cook"
60154,1410,1530,1750,2220,2640,2023,"Westchester","Cook"
60155,980,1060,1220,1550,1840,2023,"Broadview","Cook"
60160,1040,1120,1290,1640,1950,2023,"Melrose Park","Cook"
60162,1160,1260,1440,1830,2170,2023,"Hillside","Cook"
60163,970,1050,1200,1520,1810,2023,"Berkeley","Cook"
60164,930,1010,1160,1470,1750,2023,"Melrose Park","Cook"
60165,1050,1140,1310,1660,1980,2023,"Stone Park","Cook"
60169,1320,1430,1640,2080,2470,2023,"Hoffman Estates","Cook"
60171,950,1030,1180,1500,1780,2023,"River Grove","Cook"
60173,1580,1710,1960,2490,2960,2023,"Schaumburg","Cook"
60176,1020,1110,1270,1610,1920,2023,"Schiller Park","Cook"
60192,1740,1880,2160,2740,3260,2023,"Schaumburg","Cook"
60193,1480,1600,1840,2330,2780,2023,"Schaumburg","Cook"
60194,1470,1600,1830,2320,2760,2023,"Schaumburg","Cook"
60195,1410,1530,1750,2220,2640,2023,"Schaumburg","Cook"
60201,1640,1780,2040,2590,3080,2023,"Evanston","Cook"
60202,1360,1470,1690,2140,2550,2023,"Evanston","Cook"
60203,1640,1780,2040,2590,3080,2023,"Evanston","Cook"
60208,1130,1230,1410,1790,2130,2023,"Evanston","Cook"
60301,1740,1880,2160,2740,3260,2023,"Oak Park","Cook"
60302,1240,1340,1540,1950,2320,2023,"Oak Park","Cook"
60304,1140,1240,1420,1800,2140,2023,"Oak Park","Cook"
60305,1180,1280,1470,1870,2220,2023,"River Forest","Cook"
60402,1080,1170,1340,1700,2020,2023,"Berwyn","Cook"
60406,880,950,1090,1380,1640,2023,"Blue Island","Cook"
60409,970,1050,1200,1520,1810,2023,"Calumet City","Cook"
60411,960,1040,1190,1510,1800,2023,"Chicago Heights","Cook"
60415,970,1050,1210,1540,1830,2023,"Chicago Ridge","Cook"
60418,1130,1230,1410,1790,2130,2023,"Crestwood","Cook"
60419,1280,1390,1590,2020,2400,2023,"Dolton","Cook"
60422,1740,1880,2160,2740,3260,2023,"Flossmoor","Cook"
60425,1420,1540,1770,2250,2670,2023,"Glenwood","Cook"
60426,970,1050,1200,1520,1810,2023,"Harvey","Cook"
60428,1300,1400,1610,2040,2430,2023,"Markham","Cook"
60429,1420,1540,1770,2250,2670,2023,"Hazel Crest","Cook"
60430,1150,1250,1430,1810,2160,2023,"Homewood","Cook"
60438,1010,1100,1260,1600,1900,2023,"Lansing","Cook"
60443,1260,1370,1570,1990,2370,2023,"Matteson","Cook"
60445,980,1060,1220,1550,1840,2023,"Midlothian","Cook"
60452,1060,1150,1320,1670,1990,2023,"Oak Forest","Cook"
60453,1110,1200,1380,1750,2080,2023,"Oak Lawn","Cook"
60455,940,1020,1170,1480,1760,2023,"Bridgeview","Cook"
60456,1140,1230,1420,1800,2140,2023,"Hometown","Cook"
60457,960,1040,1190,1510,1800,2023,"Hickory Hills","Cook"
60458,1060,1150,1320,1670,1990,2023,"Justice","Cook"
60459,1090,1190,1360,1730,2050,2023,"Burbank","Cook"
60461,1740,1880,2160,2740,3260,2023,"Olympia Fields","Cook"
60462,1210,1320,1510,1920,2280,2023,"Orland Park","Cook"
60463,1510,1640,1880,2390,2840,2023,"Palos Heights","Cook"
60464,1710,1850,2120,2690,3200,2023,"Palos Park","Cook"
60465,1050,1130,1300,1650,1960,2023,"Palos Hills","Cook"
60466,1210,1320,1510,1920,2280,2023,"Park Forest","Cook"
60467,1280,1390,1590,2020,2400,2023,"Orland Park","Cook"
60469,1050,1140,1310,1660,1980,2023,"Posen","Cook"
60471,1090,1190,1360,1730,2050,2023,"Richton Park","Cook"
60472,1000,1080,1240,1570,1870,2023,"Robbins","Cook"
60473,1460,1590,1820,2310,2750,2023,"South Holland","Cook"
60475,920,990,1140,1450,1720,2023,"Steger","Cook"
60476,970,1050,1200,1520,1810,2023,"Thornton","Cook"
60477,1170,1260,1450,1840,2190,2023,"Tinley Park","Cook"
60478,1360,1470,1690,2140,2550,2023,"Country Club Hills","Cook"
60480,1140,1240,1420,1800,2140,2023,"Willow Springs","Cook"
60482,970,1050,1200,1520,1810,2023,"Worth","Cook"
60487,1130,1230,1410,1790,2130,2023,"Tinley Park","Cook"
60501,870,940,1080,1370,1630,2023,"Summit Argo","Cook"
60513,1040,1120,1290,1640,1950,2023,"Brookfield","Cook"
60525,1090,1190,1360,1730,2050,2023,"La Grange","Cook"
