"zip_code","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","Year","city","county"
60422,1090,1240,1470,1870,2180,2014,"Flossmoor","Cook"
60425,710,800,950,1210,1410,2014,"Glenwood","Cook"
60426,740,840,990,1260,1470,2014,"Harvey","Cook"
60428,940,1060,1260,1610,1870,2014,"Markham","Cook"
60429,930,1050,1250,1590,1860,2014,"Hazel Crest","Cook"
60430,690,780,930,1190,1380,2014,"Homewood","Cook"
60438,680,770,910,1160,1350,2014,"Lansing","Cook"
60443,910,1030,1220,1560,1810,2014,"Matteson","Cook"
60445,670,760,900,1150,1340,2014,"Midlothian","Cook"
60452,710,800,950,1210,1410,2014,"Oak Forest","Cook"
60453,710,800,950,1210,1410,2014,"Oak Lawn","Cook"
60455,650,740,880,1120,1310,2014,"Bridgeview","Cook"
60456,480,540,640,820,950,2014,"Hometown","Cook"
60457,660,750,890,1130,1320,2014,"Hickory Hills","Cook"
60458,720,820,970,1240,1440,2014,"Justice","Cook"
60459,710,810,960,1220,1430,2014,"Burbank","Cook"
60461,730,830,980,1250,1460,2014,"Olympia Fields","Cook"
60462,750,850,1010,1290,1500,2014,"Orland Park","Cook"
60463,1090,1240,1470,1870,2180,2014,"Palos Heights","Cook"
60464,1090,1240,1470,1870,2180,2014,"Palos Park","Cook"
60465,720,820,970,1240,1440,2014,"Palos Hills","Cook"
60466,710,810,960,1220,1430,2014,"Park Forest","Cook"
60467,1090,1240,1470,1870,2180,2014,"Orland Park","Cook"
60469,790,900,1070,1360,1590,2014,"Posen","Cook"
60471,770,880,1040,1330,1550,2014,"Richton Park","Cook"
60472,650,740,880,1120,1310,2014,"Robbins","Cook"
60473,1080,1230,1460,1860,2170,2014,"South Holland","Cook"
60475,630,720,850,1080,1260,2014,"Steger","Cook"
60476,620,710,840,1070,1250,2014,"Thornton","Cook"
60477,740,840,1000,1270,1490,2014,"Tinley Park","Cook"
60478,1090,1240,1470,1870,2180,2014,"Country Club Hills","Cook"
60480,630,720,850,1080,1260,2014,"Willow Springs","Cook"
60482,680,780,920,1170,1370,2014,"Worth","Cook"
60487,850,970,1150,1470,1710,2014,"Tinley Park","Cook"
60501,680,770,910,1160,1350,2014,"Summit Argo","Cook"
60513,760,870,1030,1310,1530,2014,"Brookfield","Cook"
60525,710,800,950,1210,1410,2014,"La Grange","Cook"
60526,770,880,1040,1330,1550,2014,"La Grange Park","Cook"
60534,690,780,930,1190,1380,2014,"Lyons","Cook"
60546,660,750,890,1130,1320,2014,"Riverside","Cook"
60558,730,830,980,1250,1460,2014,"Western Springs","Cook"
60601,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60602,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60603,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60604,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60605,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60606,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60607,1020,1160,1370,1750,2040,2014,"Chicago","Cook"
60608,610,690,820,1050,1220,2014,"Chicago","Cook"
60609,630,720,850,1080,1260,2014,"Chicago","Cook"
60610,970,1100,1300,1660,1930,2014,"Chicago","Cook"
60611,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60612,760,860,1020,1300,1520,2014,"Chicago","Cook"
60613,850,960,1140,1450,1690,2014,"Chicago","Cook"
60614,960,1090,1290,1640,1920,2014,"Chicago","Cook"
60615,700,790,940,1200,1400,2014,"Chicago","Cook"
60616,700,790,940,1200,1400,2014,"Chicago","Cook"
60617,630,720,850,1080,1260,2014,"Chicago","Cook"
60618,760,860,1020,1300,1520,2014,"Chicago","Cook"
60619,640,730,860,1100,1280,2014,"Chicago","Cook"
60620,680,770,910,1160,1350,2014,"Chicago","Cook"
60621,670,760,900,1150,1340,2014,"Chicago","Cook"
60622,850,970,1150,1470,1710,2014,"Chicago","Cook"
60623,620,700,830,1060,1230,2014,"Chicago","Cook"
60624,750,850,1010,1290,1500,2014,"Chicago","Cook"
60625,720,820,970,1240,1440,2014,"Chicago","Cook"
60626,650,740,880,1120,1310,2014,"Chicago","Cook"
60628,740,840,1000,1270,1490,2014,"Chicago","Cook"
60629,680,780,920,1170,1370,2014,"Chicago","Cook"
60630,720,820,970,1240,1440,2014,"Chicago","Cook"
60631,770,880,1040,1330,1550,2014,"Chicago","Cook"
60632,640,730,860,1100,1280,2014,"Chicago","Cook"
60633,660,750,890,1130,1320,2014,"Chicago","Cook"
60634,710,810,960,1220,1430,2014,"Chicago","Cook"
60636,720,820,970,1240,1440,2014,"Chicago","Cook"
60637,700,790,940,1200,1400,2014,"Chicago","Cook"
60638,670,760,900,1150,1340,2014,"Chicago","Cook"
60639,710,810,960,1220,1430,2014,"Chicago","Cook"
60640,650,740,880,1120,1310,2014,"Chicago","Cook"
60641,680,780,920,1170,1370,2014,"Chicago","Cook"
60642,840,950,1130,1440,1680,2014,"Chicago","Cook"
60643,710,800,950,1210,1410,2014,"Chicago","Cook"
60644,670,760,900,1150,1340,2014,"Chicago","Cook"
60645,740,840,990,1260,1470,2014,"Chicago","Cook"
60646,710,810,960,1220,1430,2014,"Chicago","Cook"
60647,750,850,1010,1290,1500,2014,"Chicago","Cook"
60649,630,720,850,1080,1260,2014,"Chicago","Cook"
60651,740,840,1000,1270,1490,2014,"Chicago","Cook"
60652,760,870,1030,1310,1530,2014,"Chicago","Cook"
60653,580,660,780,990,1160,2014,"Chicago","Cook"
60654,1090,1240,1470,1870,2180,2014,"Chicago","Cook"
60655,690,780,930,1190,1380,2014,"Chicago","Cook"
60656,770,880,1040,1330,1550,2014,"Chicago","Cook"
60657,900,1020,1210,1540,1800,2014,"Chicago","Cook"
60659,740,840,990,1260,1470,2014,"Chicago","Cook"
60660,650,730,870,1110,1290,2014,"Chicago","Cook"
60661,1080,1230,1460,1860,2170,2014,"Chicago","Cook"
60706,670,760,900,1150,1340,2014,"Harwood Heights","Cook"
60707,680,780,920,1170,1370,2014,"Elmwood Park","Cook"
60712,1090,1240,1470,1870,2180,2014,"Lincolnwood","Cook"
60714,710,810,960,1220,1430,2014,"Niles","Cook"
60803,640,730,860,1100,1280,2014,"Alsip","Cook"
60804,620,710,840,1070,1250,2014,"Cicero","Cook"
60805,760,870,1030,1310,1530,2014,"Evergreen Park","Cook"
60827,730,830,980,1250,1460,2014,"Riverdale","Cook"
