"TIME","REGION_ID","avg_speed","total_bus_count","total_num_reads","REGION","WEST","EAST","NORTH","SOUTH"
2023-01-01,1,20.4995744680851,1651,35885,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-01,2,26.5363829787234,2253,47163,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-01,3,25.1717730496454,3457,76513,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-01,4,22.0787234042553,2627,56969,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-01,5,24.5490780141844,3459,89994,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-01,6,23.8770921985816,2888,71986,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-01,7,22.7570212765957,3096,70312,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-01,8,23.678085106383,4468,109592,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-01,9,23.7551063829787,1699,38357,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-01,10,25.6270212765957,4785,100819,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-01,11,25.5051063829787,3848,88343,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-01,12,20.0617730496454,3086,50357,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-01,13,21.5906382978723,4593,83426,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-01,14,25.1821985815603,3297,77761,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-01,15,27.887304964539,2560,59702,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-01,16,23.9263120567376,2308,48130,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-01,17,20.8683687943262,721,17464,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-01,18,27.5684397163121,3459,90602,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-01,19,28.1390070921986,3120,77543,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-01,20,25.7958865248227,2883,69048,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-01,21,24.3116312056738,3221,83913,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-01,22,25.8167375886525,2092,43444,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-01,23,27.4566666666667,4749,96324,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-01,24,25.8382978723404,3034,84254,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-01,25,23.6323404255319,1388,30634,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-01,26,28.95,3498,104845,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-01,27,25.4285106382979,1977,35005,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-01,28,5.98893617021277,436,13348,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-01,29,18.6607092198582,2043,22606,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-02,1,21.1811805555556,1765,38087,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-02,2,26.5870138888889,2499,50615,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-02,3,24.4445138888889,3803,84675,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-02,4,20.6634027777778,2856,63261,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-02,5,23.7836111111111,3921,100968,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-02,6,24.2877083333333,3260,81036,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-02,7,23.0131944444444,3413,76939,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-02,8,22.5517361111111,5278,129023,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-02,9,23.6881944444444,1812,42421,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-02,10,25.7952777777778,4811,106765,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-02,11,26.2458333333333,4188,96939,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-02,12,20.1786805555556,3328,55746,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-02,13,22.5315277777778,5052,94553,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-02,14,25.6361805555556,3607,85488,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-02,15,28.0577777777778,2920,68353,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-02,16,24.5627083333333,2622,55405,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-02,17,22.1547916666667,827,20095,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-02,18,27.7877083333333,3892,100957,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-02,19,28.2510416666667,3425,86523,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-02,20,26.3174305555556,3188,76661,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-02,21,24.8985416666667,3495,92158,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-02,22,27.7004166666667,2341,51602,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-02,23,27.943125,4965,105039,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-02,24,26.7319444444444,3409,95233,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-02,25,23.4376388888889,1505,34326,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-02,26,29.8679861111111,3803,115979,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-02,27,27.1354166666667,2054,37439,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-02,28,7.43673611111111,439,13121,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-02,29,17.9002083333333,2043,21593,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-03,1,20.5435251798561,2753,58600,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-03,2,26.7184892086331,4027,77752,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-03,3,22.6722302158273,6308,128604,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-03,4,18.9222302158273,4034,82422,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-03,5,22.3676258992806,5679,140698,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-03,6,22.3628776978417,4978,118178,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-03,7,21.2353237410072,5058,110316,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-03,8,21.1805035971223,7827,178958,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-03,9,22.3176978417266,2763,60844,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-03,10,22.9473381294964,8618,171706,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-03,11,23.186690647482,7131,156116,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-03,12,18.7564028776978,5328,81909,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-03,13,19.6654676258993,9254,162076,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-03,14,23.3959712230216,5382,122826,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-03,15,26.1002877697842,4363,96699,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-03,16,23.8389928057554,4298,82788,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-03,17,24.1059712230216,1465,39719,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-03,18,24.7253956834532,5674,138510,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-03,19,26.7258992805755,4830,114600,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-03,20,25.8863309352518,4420,98818,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-03,21,22.9034532374101,5238,125501,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-03,22,26.7592086330935,3414,65035,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-03,23,23.9540287769784,7904,152690,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-03,24,24.5205035971223,4610,122931,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-03,25,23.8246043165468,2184,51340,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-03,26,27.8056834532374,5737,153831,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-03,27,26.8885611510791,3228,55025,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-03,28,17.1279136690647,654,17566,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-03,29,18.6490647482014,4390,45343,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-04,1,20.9256589147287,2584,55359,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-04,2,27.1059689922481,4002,81878,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-04,3,23.6398449612403,6062,126302,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-04,4,19.9803100775194,3941,80102,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-04,5,22.6253488372093,5600,138522,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-04,6,23.0608527131783,4765,113399,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-04,7,21.8478294573643,4793,103458,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-04,8,21.1972093023256,7673,175540,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-04,9,23.0032558139535,2722,58445,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-04,10,23.1822480620155,8319,163747,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-04,11,23.1203100775194,7011,152813,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-04,12,20.1688372093023,5193,79266,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-04,13,19.833488372093,8937,156207,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-04,14,23.9840310077519,5371,120497,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-04,15,25.7668217054264,4298,95379,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-04,16,25.1472868217054,3989,76270,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-04,17,25.1339534883721,1436,38442,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-04,18,25.0237209302326,5733,140219,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-04,19,26.4872093023256,4882,116515,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-04,20,25.0892248062015,4454,101029,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-04,21,23.2482945736434,4988,119209,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-04,22,27.8787596899225,3343,63758,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-04,23,24.5993023255814,7784,150032,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-04,24,25.167984496124,4523,121810,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-04,25,25.3966666666667,2162,49087,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-04,26,28.5155813953488,5442,145918,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-04,27,27.0115503875969,3076,54483,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-04,28,20.2408527131783,662,17672,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-04,29,20.1613953488372,4109,41525,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-05,1,20.9625203252033,2293,47862,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-05,2,27.9111382113821,3621,70287,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-05,3,24.2420325203252,5398,108054,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-05,4,19.6921138211382,3543,72300,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-05,5,22.929918699187,4679,115115,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-05,6,23.6926829268293,4039,93294,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-05,7,21.7893495934959,4016,86154,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-05,8,22.0720325203252,6358,144317,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-05,9,22.3014634146341,2378,51150,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-05,10,23.7171774193548,7306,139427,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-05,11,23.6777419354839,5872,127664,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-05,12,19.9401612903226,4289,66182,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-05,13,20.5737903225806,7443,128208,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-05,14,23.8265322580645,4555,101496,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-05,15,27.1371774193548,3663,80961,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-05,16,24.8517741935484,3209,62948,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-05,17,24.2632258064516,1240,32230,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-05,18,25.2320161290323,5057,122739,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-05,19,26.9153225806452,4315,100014,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-05,20,26.0462096774194,3709,83088,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-05,21,23.5222580645161,4121,97333,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-05,22,28.0147580645161,2864,54136,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-05,23,24.6261788617886,6930,129392,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-05,24,25.1426016260163,3611,96039,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-05,25,25.0125203252033,1839,42174,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-05,26,28.9846341463415,4647,124281,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-05,27,26.489918699187,2622,41437,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-05,28,18.1473983739837,580,15431,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-05,29,19.4390243902439,3178,31987,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-06,1,20.6346762589928,2610,55486,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-06,2,27.4373381294964,4294,85540,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-06,3,23.228273381295,6106,124469,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-06,4,20.2684892086331,3870,79694,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-06,5,23.610071942446,5543,138402,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-06,6,23.2205755395683,4573,108284,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-06,7,22.3291366906475,4543,98227,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-06,8,21.671582733813,7233,166502,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-06,9,23.0643165467626,2724,59582,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-06,10,23.9377697841727,8125,155223,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-06,11,23.6087050359712,6573,143209,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-06,12,20.1705755395683,4695,73089,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-06,13,20.736618705036,7990,139707,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-06,14,24.0296402877698,4978,111606,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-06,15,26.3413669064748,3914,86793,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-06,16,25.4969064748201,3486,67605,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-06,17,24.2257553956835,1368,36305,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-06,18,24.7528057553957,5532,135742,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-06,19,27.3559712230216,4723,110484,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-06,20,25.945035971223,4206,94287,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-06,21,23.231654676259,4652,111540,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-06,22,27.9509352517986,3129,59780,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-06,23,25.0804316546763,7561,140460,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-06,24,26.0241726618705,4065,107916,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-06,25,25.2591366906475,2136,50663,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-06,26,29.1379856115108,5364,147844,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-06,27,27.1886330935252,3007,51672,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-06,28,21.0771942446043,689,18225,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-06,29,19.5641726618705,3603,37822,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-07,1,21.56125,2369,50317,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-07,2,27.5647222222222,2865,61094,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-07,3,25.1594444444444,4678,101726,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-07,4,20.2998611111111,3273,70001,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-07,5,23.3567361111111,4883,123381,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-07,6,24.0363194444444,3948,95782,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-07,7,22.5827083333333,4106,90096,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-07,8,21.4933333333333,6075,143341,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-07,9,23.7068055555556,2070,47466,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-07,10,25.2320138888889,5876,121419,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-07,11,24.9586111111111,4904,110914,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-07,12,20.6036111111111,3852,63572,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-07,13,21.5100694444444,5773,102110,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-07,14,25.1461111111111,4111,95175,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-07,15,27.1175694444444,3247,75758,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-07,16,24.3300694444444,2780,56522,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-07,17,23.7640277777778,1146,29737,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-07,18,26.4793055555556,4529,113590,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-07,19,27.7484722222222,3897,95774,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-07,20,26.168125,3520,84999,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-07,21,24.3777777777778,4101,104060,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-07,22,27.6355555555556,2530,50613,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-07,23,26.2504861111111,5710,116122,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-07,24,25.9179166666667,3631,99005,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-07,25,25.9095138888889,1641,37539,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-07,26,30.2769444444444,4175,120441,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-07,27,27.3835416666667,2413,40647,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-07,28,14.0972222222222,537,15642,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-07,29,19.2402777777778,2491,25892,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-08,1,15.4618115942029,1245,27662,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-08,2,20.2081884057971,1797,34780,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-08,3,20.3624637681159,2864,60717,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-08,4,15.6476086956522,2135,46456,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-08,5,18.371231884058,2828,73668,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-08,6,18.7909420289855,2437,60975,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
2023-01-08,7,17.2632608695652,2415,53187,"Hermosa-Logan Square",-87.747456,-87.67459,41.931841,41.909269
2023-01-08,8,17.7827536231884,3621,86996,"Lincoln Park-Lake View",-87.67459,-87.619112,41.960669,41.910561
2023-01-08,9,17.6760869565217,1201,26464,"Austin",-87.775947,-87.747456,41.909269,41.866129
2023-01-08,10,20.3244927536232,3436,72514,"Humboldt-Garfield Prk E/W",-87.747456,-87.691617,41.909269,41.866129
2023-01-08,11,20.3742028985507,2991,68619,"West Town-Near West",-87.691617,-87.647208,41.910561,41.866129
2023-01-08,12,16.4628260869565,2229,36876,"Near North",-87.647208,-87.62308,41.911401,41.88886
2023-01-08,13,17.5399275362319,3493,62842,"Chicago Loop",-87.647208,-87.62308,41.88886,41.866129
2023-01-08,14,19.8058695652174,2390,55139,"Lawndale N/S",-87.747456,-87.685372,41.866129,41.822792
2023-01-08,15,22.3002173913043,1890,44360,"Bridgeport-McKinley-Lower West",-87.685372,-87.636322,41.866129,41.822792
2023-01-08,16,17.616231884058,2000,42347,"Near South-Douglas",-87.636322,-87.597952,41.866129,41.822792
2023-01-08,17,13.8963043478261,538,12530,"Midway-Garfield Rdg-Clearing",-87.802188,-87.747456,41.822792,41.764066
2023-01-08,18,21.4523188405797,2564,66135,"South West Side",-87.747456,-87.68373,41.822792,41.764066
2023-01-08,19,22.6223188405797,2339,58234,"New City-Englewood-W Englewood",-87.68373,-87.636322,41.822792,41.764066
2023-01-08,20,21.2026811594203,2134,51444,"Fuller-Grand Blvd-Washington Park",-87.636322,-87.606334,41.822792,41.764066
2023-01-08,21,18.5125362318841,2157,56094,"Hyde Park-Kenwood-Woodlawn",-87.606334,-87.56626,41.822792,41.764066
2023-01-08,22,19.3645652173913,1703,38421,"Ashburn",-87.747456,-87.67298,41.764066,41.728472
2023-01-08,23,20.7863043478261,3870,82842,"Auburn Gresham-Chatham",-87.67298,-87.606334,41.764066,41.728472
2023-01-08,24,19.991231884058,2323,64295,"South Shore-S Chicago-Avlon",-87.606334,-87.526388,41.764066,41.728472
2023-01-08,25,18.2075362318841,963,21485,"Beverly-Mt Greenwood-Morgan Park",-87.747456,-87.662508,41.728472,41.677477
2023-01-08,26,23.4308695652174,2747,81395,"Washington Hts-Roseland-Pullman",-87.662508,-87.584845,41.728472,41.677477
2023-01-08,27,21.4486956521739,1454,24387,"South Deering-East Side",-87.584845,-87.524436,41.728472,41.677477
2023-01-08,28,5.84985507246377,340,10433,"Riverdale-Hegewisch",-87.662508,-87.524436,41.677477,41.644139
2023-01-08,29,13.1360869565217,1452,14306,"Downtown Lakefront",-87.62308,-87.595378,41.911401,41.866129
2023-01-09,1,21.4638709677419,2374,52460,"Rogers Park - West Ridge",-87.709645,-87.654561,42.026444,41.997946
2023-01-09,2,28.2633870967742,3866,78553,"Far North West",-87.84621,-87.747456,42.0190998,41.960669
2023-01-09,3,23.4111290322581,5468,112186,"North Park-Albany-Linconl Sq",-87.747456,-87.67459,41.997946,41.960669
2023-01-09,4,20.1123387096774,3172,65464,"Edge Water-Uptown",-87.67459,-87.646438,41.997946,41.960669
2023-01-09,5,23.6766935483871,4917,121077,"Dunning-Portage-Belmont Cragn",-87.84621,-87.747456,41.960669,41.909269
2023-01-09,6,23.0975806451613,4147,97374,"Irving Park-Avondale-North Ctr",-87.747456,-87.67459,41.960669,41.931841
