"station_id","year","total_frequency","total_ridership","latitude","longitude"
41140,2016,22180,194758,41.78013,-87.615546
41140,2017,22113,176519,41.78013,-87.615546
41140,2018,22120,162745,41.78013,-87.615546
41140,2019,22120,139131,41.78013,-87.615546
41140,2020,22182,74689,41.78013,-87.615546
41140,2021,22113,64348,41.78013,-87.615546
41140,2022,22125,63011,41.78013,-87.615546
41140,2023,10976,35710,41.78013,-87.615546
41190,2012,33732,468487,42.015876,-87.669092
41190,2013,33732,528030,42.015876,-87.669092
41190,2014,33732,571617,42.015876,-87.669092
41190,2015,33732,581445,42.015876,-87.669092
41190,2016,33810,569390,42.015876,-87.669092
41190,2017,33704,537342,42.015876,-87.669092
41190,2018,33732,503147,42.015876,-87.669092
41190,2019,33732,479462,42.015876,-87.669092
41190,2020,33832,198890,42.015876,-87.669092
41190,2021,33704,205151,42.015876,-87.669092
41190,2022,33738,262994,42.015876,-87.669092
41190,2023,16766,142823,42.015876,-87.669092
41200,2012,33732,866141,41.973453,-87.65853
41200,2013,33732,976106,41.973453,-87.65853
41200,2014,33732,1079365,41.973453,-87.65853
41200,2015,33732,1078620,41.973453,-87.65853
41200,2016,33810,1059541,41.973453,-87.65853
41200,2017,33704,1011067,41.973453,-87.65853
41200,2018,33732,1008592,41.973453,-87.65853
41200,2019,33732,970130,41.973453,-87.65853
41200,2020,33832,367329,41.973453,-87.65853
41200,2021,33704,516188,41.973453,-87.65853
41200,2022,33738,717349,41.973453,-87.65853
41200,2023,16766,391828,41.973453,-87.65853
41210,2012,52499,1792400,41.936033,-87.653266
41210,2013,52499,1855000,41.936033,-87.653266
41210,2014,52499,1873580,41.936033,-87.653266
41210,2015,52499,1817146,41.936033,-87.653266
41210,2016,52614,1883834,41.936033,-87.653266
41210,2017,52443,1859722,41.936033,-87.653266
41210,2018,52499,1817832,41.936033,-87.653266
41210,2019,52499,1798246,41.936033,-87.653266
41210,2020,52658,577090,41.936033,-87.653266
41210,2021,52443,618898,41.936033,-87.653266
41210,2022,52511,881356,41.936033,-87.653266
41210,2023,26111,497540,41.936033,-87.653266
41220,2012,86231,13237137,41.925051,-87.652866
41220,2013,86231,12942366,41.925051,-87.652866
41220,2014,86231,12464727,41.925051,-87.652866
41220,2015,86231,12701190,41.925051,-87.652866
41220,2016,86424,12296277,41.925051,-87.652866
41220,2017,86147,11490687,41.925051,-87.652866
41220,2018,86231,11253948,41.925051,-87.652866
41220,2019,86231,11158632,41.925051,-87.652866
41220,2020,86490,3548493,41.925051,-87.652866
41220,2021,86147,4064520,41.925051,-87.652866
41220,2022,86249,6093072,41.925051,-87.652866
41220,2023,42877,3550698,41.925051,-87.652866
41270,2012,22120,332774,41.816462,-87.619021
41270,2013,22120,412299,41.816462,-87.619021
41270,2014,22120,363283,41.816462,-87.619021
41270,2015,22120,354285,41.816462,-87.619021
41270,2016,22180,333499,41.816462,-87.619021
41270,2017,22113,318230,41.816462,-87.619021
41270,2018,22120,311029,41.816462,-87.619021
41270,2019,22120,285416,41.816462,-87.619021
41270,2020,22182,131847,41.816462,-87.619021
41270,2021,22113,115865,41.816462,-87.619021
41270,2022,22125,139988,41.816462,-87.619021
41270,2023,10976,73550,41.816462,-87.619021
41280,2012,29097,2071342,41.970634,-87.760892
41280,2013,29097,2106782,41.970634,-87.760892
41280,2014,29097,2136019,41.970634,-87.760892
41280,2015,29097,2173168,41.970634,-87.760892
41280,2016,29161,2182730,41.970634,-87.760892
41280,2017,29061,2099618,41.970634,-87.760892
41280,2018,29097,1959038,41.970634,-87.760892
41280,2019,29097,1896402,41.970634,-87.760892
41280,2020,29186,826774,41.970634,-87.760892
41280,2021,29061,834589,41.970634,-87.760892
41280,2022,29108,1042823,41.970634,-87.760892
41280,2023,14476,571068,41.970634,-87.760892
41290,2012,28332,1322540,41.967901,-87.713065
41290,2013,28332,1277970,41.967901,-87.713065
41290,2014,28332,1331694,41.967901,-87.713065
41290,2015,28332,1304805,41.967901,-87.713065
41290,2016,28396,1312852,41.967901,-87.713065
41290,2017,28299,1256411,41.967901,-87.713065
41290,2018,28332,1233007,41.967901,-87.713065
41290,2019,28332,1205094,41.967901,-87.713065
41290,2020,28418,495434,41.967901,-87.713065
41290,2021,28299,532675,41.967901,-87.713065
41290,2022,28343,684600,41.967901,-87.713065
41290,2023,14092,379780,41.967901,-87.713065
41300,2012,33732,1839005,42.001073,-87.661061
41300,2013,33732,1815166,42.001073,-87.661061
41300,2014,33732,1827686,42.001073,-87.661061
41300,2015,33732,1821379,42.001073,-87.661061
41300,2016,33810,1783790,42.001073,-87.661061
41300,2017,33704,1701808,42.001073,-87.661061
41300,2018,33732,1680087,42.001073,-87.661061
41300,2019,33732,1663404,42.001073,-87.661061
41300,2020,33832,611755,42.001073,-87.661061
41300,2021,33704,673752,42.001073,-87.661061
41300,2022,33738,838606,42.001073,-87.661061
41300,2023,16766,433754,42.001073,-87.661061
41310,2012,28332,808752,41.943623,-87.670907
41310,2013,28332,876851,41.943623,-87.670907
41310,2014,28332,874963,41.943623,-87.670907
41310,2015,28332,862067,41.943623,-87.670907
41310,2016,28396,865537,41.943623,-87.670907
41310,2017,28299,853137,41.943623,-87.670907
41310,2018,28332,854964,41.943623,-87.670907
41310,2019,28332,849667,41.943623,-87.670907
41310,2020,28418,272270,41.943623,-87.670907
41310,2021,28299,296024,41.943623,-87.670907
41310,2022,28343,416841,41.943623,-87.670907
41310,2023,14092,239765,41.943623,-87.670907
41340,2012,29097,898703,41.875568,-87.631722
41340,2013,29097,913438,41.875568,-87.631722
41340,2014,29097,907789,41.875568,-87.631722
41340,2015,29097,937782,41.875568,-87.631722
41340,2016,29161,981506,41.875568,-87.631722
41340,2017,29061,927654,41.875568,-87.631722
41340,2018,29097,897363,41.875568,-87.631722
41340,2019,29097,873340,41.875568,-87.631722
41340,2020,29186,266598,41.875568,-87.631722
41340,2021,29061,314398,41.875568,-87.631722
41340,2022,29108,463028,41.875568,-87.631722
41340,2023,14476,239403,41.875568,-87.631722
41380,2012,33732,1656872,41.983504,-87.65884
41380,2013,33732,1618079,41.983504,-87.65884
41380,2014,33732,1602282,41.983504,-87.65884
41380,2015,33732,1605838,41.983504,-87.65884
41380,2016,33810,1575462,41.983504,-87.65884
41380,2017,33704,1509613,41.983504,-87.65884
41380,2018,33732,1493107,41.983504,-87.65884
41380,2019,33732,1390206,41.983504,-87.65884
41380,2020,33832,474348,41.983504,-87.65884
41380,2021,33704,517955,41.983504,-87.65884
41380,2022,33738,634762,41.983504,-87.65884
41380,2023,16766,348363,41.983504,-87.65884
41400,2012,79548,11418321,41.867368,-87.627402
41400,2013,79548,11976255,41.867368,-87.627402
41400,2014,79548,11825343,41.867368,-87.627402
41400,2015,79548,11448051,41.867368,-87.627402
41400,2016,79750,11419041,41.867368,-87.627402
41400,2017,79508,11207466,41.867368,-87.627402
41400,2018,79548,10664901,41.867368,-87.627402
41400,2019,79548,10400730,41.867368,-87.627402
41400,2020,79776,3941775,41.867368,-87.627402
41400,2021,79508,4556922,41.867368,-87.627402
41400,2022,79562,5837511,41.867368,-87.627402
41400,2023,39498,3040227,41.867368,-87.627402
41430,2012,33732,1587298,41.735372,-87.624717
41430,2013,30988,770551,41.735372,-87.624717
41430,2014,33732,1506362,41.735372,-87.624717
41430,2015,33732,1516456,41.735372,-87.624717
41430,2016,33810,1408573,41.735372,-87.624717
41430,2017,33704,1320551,41.735372,-87.624717
41430,2018,33732,1286860,41.735372,-87.624717
41430,2019,33732,1186724,41.735372,-87.624717
41430,2020,33832,551680,41.735372,-87.624717
41430,2021,33704,470911,41.735372,-87.624717
41430,2022,33738,515205,41.735372,-87.624717
41430,2023,16766,257130,41.735372,-87.624717
41490,2012,33732,1414183,41.874039,-87.627479
41490,2013,33732,1391699,41.874039,-87.627479
41490,2014,33732,1348807,41.874039,-87.627479
41490,2015,33732,1497362,41.874039,-87.627479
41490,2016,33810,1474391,41.874039,-87.627479
41490,2017,33704,1358884,41.874039,-87.627479
41490,2018,33732,1300754,41.874039,-87.627479
41490,2019,33732,1212514,41.874039,-87.627479
41490,2020,33832,355774,41.874039,-87.627479
41490,2021,33704,500133,41.874039,-87.627479
41490,2022,33738,665812,41.874039,-87.627479
41490,2023,16766,344561,41.874039,-87.627479
41670,2012,22120,300502,41.884904,-87.716523
41670,2013,22120,287338,41.884904,-87.716523
41670,2014,22120,309593,41.884904,-87.716523
41670,2015,22120,327840,41.884904,-87.716523
41670,2016,22180,304456,41.884904,-87.716523
41670,2017,22113,284094,41.884904,-87.716523
41670,2018,22120,296282,41.884904,-87.716523
41670,2019,22120,278726,41.884904,-87.716523
41670,2020,22182,168271,41.884904,-87.716523
41670,2021,22113,170252,41.884904,-87.716523
41670,2022,22125,182944,41.884904,-87.716523
41670,2023,10976,95920,41.884904,-87.716523
41680,2012,15446,173746,42.02624348,-87.74722084
41680,2013,20510,283327,42.02624348,-87.74722084
41680,2014,20510,301125,42.02624348,-87.74722084
41680,2015,20510,149883,42.02624348,-87.74722084
41680,2016,20562,276500,42.02624348,-87.74722084
41680,2017,20504,295088,42.02624348,-87.74722084
41680,2018,20510,287028,42.02624348,-87.74722084
41680,2019,20510,274960,42.02624348,-87.74722084
41680,2020,20568,100396,42.02624348,-87.74722084
41680,2021,20504,97797,42.02624348,-87.74722084
41680,2022,20510,128043,42.02624348,-87.74722084
41680,2023,10180,71200,42.02624348,-87.74722084
41700,2017,39116,4067956,41.88322,-87.626189
41700,2018,93401,12715524,41.88322,-87.626189
41700,2019,93401,12504280,41.88322,-87.626189
41700,2020,93668,4329148,41.88322,-87.626189
41700,2021,93358,5285504,41.88322,-87.626189
41700,2022,93414,7087684,41.88322,-87.626189
41700,2023,46373,3789396,41.88322,-87.626189
